processed_intent,processed_class,processed_attributes,processed_filter_attributes,processed_key_quantity,id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
update,author,{},,,ce04730d-9e52-4a19-afca-00bb1db3960d,"update article with id=1, setting the first author as ""paulo maia""",update,article,{'first_author': 'paulo maia'},{'id': '1'},2,ORIGINAL
read,student,{},{},,b0e197e5-3bc0-4c83-8195-bfd1da324e74,show all students,read,student,{},{},0,ORIGINAL
read,student,{},{},,b5c75104-07ae-45db-98aa-259b292a5d31,view students,read,student,{},{},0,ORIGINAL
read,student,{},{},,8ff73270-02fa-4908-a0a6-e4723594061f,fetch the students,read,student,{},{},0,ORIGINAL
read,student,{},{},,136dd176-200a-401c-bd36-5fffebea3951,get the students,read,student,{},{},0,ORIGINAL
update,student,{'students': 'anderson'},{},,f461c82e-5dfc-4ca8-87ed-208e1f217108,"for the students with name='anderson', update the name to 'anderson martins'",update,student,{'name': 'anderson martins'},{'name': 'anderson'},2,ORIGINAL
update,student,{'student': 'paulo'},{},,07f280de-89c3-4c8b-8665-fff497a3bb43,please change student with name paulo update age to 30,update,student,{'age': '30'},{'name': 'paulo'},2,ORIGINAL
update,student,{'students': 'anderson'},{},,723fa165-5c9d-4f05-9a76-a886b9035e54,"for students with name anderson, update age to 30",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,dec4de39-ec22-4488-9dab-827b0ea13687,"for students, update age to 30",update,student,{},{},0,ORIGINAL
update,student,{},,,090bf564-e422-47cd-85b9-7af802fadce0,update students,update,student,{},{},0,ORIGINAL
,,,,,dfaeeb59-7eec-4a96-87fe-5c21c436761f,"please, when students have the name equal to anderson, update the age to 30.",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,the_referred_entity_class_is___student,{},,,7df7e03c-047a-4ea9-a76a-295bd90a18a9,update students setting the age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,the_referred_entity_class_is___student,{},,,187c1b23-1289-4a52-8356-f11aa7e59f77,update students set the age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,92ca1718-6664-4e9c-9eeb-9221277de4eb,set students with age to 42 when name is anderson,update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,student,{'students': 'anderson'},{},,f079299b-5d2a-49aa-b85a-8d7365d65886,"for students with name anderson, update the age to 42",update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
update,student,{'student': 'anderson'},{},,0355c1bd-16a9-4860-bdca-d60c3adc0377,please change student with name anderson update age to 30,update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,student,{'student': 'anderson'},{},,5c13d94a-256e-4baa-9e51-30042fbd631b,"please, change the student with name='anderson', updating the age to 30",update,student,{'age': '30'},{'name': 'anderson'},2,ORIGINAL
update,student,{},,,6352cc61-38ac-4c62-9ffe-1708be7da6c6,"update the age to 42, for students with name='anderson'",update,student,{'age': '42'},{'name': 'anderson'},2,ORIGINAL
add,student,{},{},,cc9f464e-64af-4e9e-9701-8ff906e9f9bb,add a student with name joseph,add,student,{'name': 'joseph'},{},1,ORIGINAL
read,student,{},{},,15fa7392-b0fe-426e-b2cf-95a8c7afc18c,get students,read,student,{},{},0,ORIGINAL
add,article,{'article': 'dome'},{},,4f31422c-2837-479a-aadb-a09e9a5e0ead,add article with title 'dome: a no-code tool',add,article,{'title': 'dome: a no-code tool'},{},1,ORIGINAL
read,article,{},{},,9c46c175-43e3-4280-a270-ce077a5733e7,get articles,read,article,{},{},0,ORIGINAL
update,article,{},,,1677adca-0f23-492b-adab-b45f4f5bde17,"update the articles with id=1, setting the title='new title'",update,article,{'title': 'new title'},{'id': '1'},2,ORIGINAL
add,article,{},{},,f36ccaee-b06e-4b2c-afd8-21639df1198a,"add article with title='title 2', author='rodrigo'",add,article,"{'title': 'title 2', 'author': 'rodrigo'}",{},2,ORIGINAL
update,article,{},,,f9c25628-df05-4f7d-8855-a1e866795c61,"update the articles with id=1, setting the co-author='layza'",update,article,{'co_author': 'layza'},{'id': '1'},2,ORIGINAL
delete,article,{},{},,66678f17-2fc6-4a2a-bb57-1cb0f2e0221a,delete the article with id=1,delete,article,{},{'id': '1'},1,ORIGINAL
add,student,{},{},,475fd7a3-a4ea-4451-beb0-8632f09150e5,add a student with age=45,add,student,{'age': '45'},{},1,ORIGINAL
read,student,{},{},,d46dca86-3a66-4065-9661-33ee66edfecd,show students,read,student,{},{},0,ORIGINAL
add,company,{'company': 'acme'},{},,bf73d015-fce8-406a-b897-1381c4dcdc92,"include company with name=acme, address=150 coconut street",add,company,"{'name': 'acme', 'address': '150 coconut street'}",{},2,ORIGINAL
read,company,{},{},,ec321f94-d5d3-4eff-8fcc-fcf1b1f2699e,list companies,read,company,{},{},0,ORIGINAL
add,company,{'company': 'enterprises'},{},,2a9d363b-4b8f-4e90-bce1-65e029b7eb3f,"add another company with name=caju enterprises, owner=anderson gomes and address=200 cumbuco street",add,company,"{'name': 'caju enterprises', 'owner': 'anderson gomes', 'address': '200 cumbuco street'}",{},3,ORIGINAL
,,,,,3f9e1c68-1fa2-41dc-8d9e-975b7f801267,which company has caju in its name?,read,company,{},{'name': 'caju'},1,ORIGINAL
,,,,,2f1551d9-b5f5-4f4c-9c79-401ece2a5768,"is there a company with ""caju"" in its name?",read,company,{},{'name': 'caju'},1,ORIGINAL
delete,company,{},{},,541b4401-30fe-4026-903e-af047298787a,delete the company whose name is acme,delete,company,{},{'name': 'acme'},1,ORIGINAL
add,company,{'company': 'beauty'},{},,0489159f-2316-42ec-a9c4-10a75a05f609,add a new company with name=american beauty and owner=kevin spacey,add,company,"{'name': 'american beauty', 'owner': 'kevin spacey'}",{},2,ORIGINAL
read,company,{},{},,e3037e4b-8357-4404-8aa8-998a5b95d01b,list company names sorted in ascending order,read,company,{},{'names': 'sorted'},1,ORIGINAL
read,company,{},{},,3bd9313b-e724-4d7a-afb1-ba809cd1f5b3,list companies sorted by name in ascending order,read,company,{},{'name': 'ascending'},1,ORIGINAL
add,company,{},{},,0f1913e4-6d65-48bd-abd1-b7b2b9980dd4,add a new company with name=american beauty and owner=janjo chiquim,add,company,"{'name': 'american beauty', 'owner': 'janjo chiquim'}",{},2,ORIGINAL
add,company,{},{},,4baf460b-e17f-4fe6-97ec-4442130ea4f2,add a new company with name=american beauty and owner=roger rommel,add,company,"{'name': 'american beauty', 'owner': 'roger rommel'}",{},2,ORIGINAL
read,company,{},{},,8ee64a7c-9fe2-4ca9-9f05-c0045497698c,"list companies, sort by name",read,company,{},{'sort': 'by name'},1,ORIGINAL
read,company,{},{},,ca8cf531-bf37-4cf4-b46a-b81d6b5ac1f1,list all companies,read,company,{},{},0,ORIGINAL
read,company,{},{},,8c2e1d93-dfeb-48ea-89ee-b3c09a7795c1,show all companies,read,company,{},{},0,ORIGINAL
add,company,{},{},,7b9bba4d-64f6-4678-9c3a-01ad88ee78ca,add company with name=roger arrombado,add,company,{'name': 'roger arrombado'},{},1,ORIGINAL
read,company,{},{},,d68b6c1e-2d50-4749-9435-342af30ec6e0,get companies,read,company,{},{},0,ORIGINAL
add,company,{},{},,5b87b99b-87ed-47c4-ae3f-30fd3b00d4fa,include a company with name=mimoso construcoes,add,company,{'name': 'mimoso construcoes'},{},1,ORIGINAL
add,article,{},{},,ea1f03d0-c711-4c7e-abae-b1adebe1fe48,add article with abstract equal to 'this is a good article',add,article,{'abstract': 'this is a good article'},{},1,ORIGINAL
add,the_referred_entity_class_is_____topic_____note__the_topic_class_represents_concepts_or_themes__such_as__human_history____technology_evolution___and__societal_impact___,{},{},,86276697-368b-4418-8719-8a9a840f404f,add an article with an abstract equal to 'this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.',add,article,"{'abstract': ""this is a good article about de human history. the human narratives are around the technology evolution and it's impact on society.""}",{},1,ORIGINAL
add,student,{},{},,c3b0b1c0-274f-4623-ad2c-c88f07326e42,add a student with name mary,add,student,{'name': 'mary'},{},1,ORIGINAL
,,,,,e85aa076-b5ca-4325-bd9d-4c4505ab8483,"i want to add a student with name 'rodrigo', age 20 and his skin color is white",add,student,"{'name': 'rodrigo', 'age': '20', 'skin': 'white'}",{},3,ORIGINAL
,,,,,675745dc-1b95-4939-9f15-78cea3dc63fd,"now, i want to view all students",read,student,{},{},0,ORIGINAL
,,,,,95dcf7bb-9bc9-4485-b114-40e4fdc73fc3,i want to delete all students,delete,student,{},{},0,ORIGINAL
delete,student,{},{},,bd402fcb-8198-408a-af5e-72efc728114e,delete students,delete,student,{},{},0,ORIGINAL
delete,student,{},{},,4271f45f-3174-4992-98e2-ed5bfd2ce266,delete students with id <= 4,delete,student,{},{'id': '4'},1,ORIGINAL
delete,student,{},{},,334ce012-1800-4d32-a8d5-6025cbebcfdd,delete students with idless than or equal to 4,delete,student,{},{},0,ORIGINAL
delete,student,{},{},,7bf499dd-c158-4191-bdb1-44509375f65a,delete students with id less than or equal to 4,delete,student,{},{'id': 'less than or equal to 4'},1,ORIGINAL
delete,student,{},{},,ae7f400f-12e3-42f5-a69f-aea9a1c3de38,"delete students with id=1, id=2 and id=3",delete,student,{},{},0,ORIGINAL
read,student,{},{},,f67f8e92-0710-417b-9169-509c479db017,get students with id <4,read,student,{},{'id': '4'},1,ORIGINAL
read,student,{},{},,2fda1aa8-aee4-474a-b016-713c4032ffc2,get all students with name 'rodrigo',read,student,{},{'name': 'rodrigo'},1,ORIGINAL
,,,,,1fcb7739-57c7-4b82-9a5a-23e73481f36a,"i want to change the name of a student with name 'rodrigo'. now, i want to set his name as 'rodrigo freitas'",update,student,{'name': 'rodrigo freitas'},{'name': 'rodrigo'},2,ORIGINAL
delete,student,{},{},,79928aa5-bc6d-4808-b315-2ed5f5d6a110,delete 'update' from all students,delete,student,{},{},0,ORIGINAL
read,student,{},{},,80eac865-dbd3-4a5a-8ca8-777317c608a6,get all students that starts with 'r',read,student,{},{},0,ORIGINAL
add,film,{'film': 'rosie'},{},,3a8b3723-fc5d-497c-8e46-f1ef5ae93ada,"add film with name ""love, rosie"" and genre ""romance""",add,film,"{'name': 'love, rosie', 'genre': 'romance'}",{},2,ORIGINAL
read,section,{},{},,74ebed06-cfe8-4d50-9fd5-3655d911e512,show me the section film,read,section_film,{},{},0,ORIGINAL
read,film,{},{},,e9109e35-de90-4a66-8214-db477ea4085e,show me film,read,film,{},{},0,ORIGINAL
add,film,{'film': 'batman'},{},,770e99f7-6fe5-43f6-9dd9-ee9df2fb13b2,"add film ""batman (2022)"" with genre=action",add,film,{'genre': 'action'},{},1,ORIGINAL
add,film,{'film': 'batman'},{},,b82a2f5f-4961-4e42-9611-388c60b50b20,"add film with name ""batman (2022)"" and genre=action",add,film,"{'name': 'batman (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,{'film': 'avatar'},{},,aeda414c-7f4e-4a8a-ba90-4fa457784b64,"add a film with name ""avatar (2022)"" and genre=action, and another film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,{'film': 'avatar'},{},,dd6dbc99-b143-4091-9d0a-2e0586491692,"add a film with name ""avatar (2022)"" and genre=action",add,film,"{'name': 'avatar (2022)', 'genre': 'action'}",{},2,ORIGINAL
add,film,{},{},,8366c12c-88f2-42f0-96a0-fb9c747bb1c9,"now add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{},{},,d418ee76-4b87-41de-9d39-57a6ec0a7cd7,"add film with name=crepúsculo and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{},{},,849e465b-c1f9-403d-8b31-1c214b476e27,"add film with name='crepúsculo' and genre ""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{},{},,488b4ca2-32ae-4489-9576-9398e681ebe9,"add film film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{},{},,d7de71cf-8d5c-440f-8084-079af5fd8bc4,"add film with name='crepúsculo' and genre=""drama""",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{'film': 'crepusculo'},{},,7b9defed-b14b-4590-8b04-52aa4630a6f5,"add film with name ""crepúsculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
add,film,{'film': 'crepusculo'},{},,035c7b1f-25bd-4876-8f62-e70befa2f388,"add film with name ""crepusculo"" and genre=drama",add,film,"{'name': 'crepusculo', 'genre': 'drama'}",{},2,ORIGINAL
read,film,{},{},,fc94ea0c-c039-4c9b-b0a2-c9e331c0ba08,show me film where action is the genre,read,film,{},{'genre': 'action'},1,ORIGINAL
read,film,{},{},,edc5ff55-0b33-4994-b6f3-0266789ce000,show me film where genre = action,read,film,{},{'genre': 'action'},1,ORIGINAL
add,student,{},{},,47aa443e-a048-49dc-9095-c04ed2f4a8c0,add a student with name=anderson,add,student,{'name': 'anderson'},{},1,ORIGINAL
add,teacher,{},{},,77a6d593-7f3b-49d1-8ae0-9cb4c2d03de2,add a teacher with name equal to 'italo roger',add,teacher,{'name': 'italo roger'},{},1,ORIGINAL
read,teacher,{},{},,b1d21f24-b1f5-44f8-b04c-d08135345c0d,get all teachers,read,teacher,{},{},0,ORIGINAL
read,teacher,{},{},,304a7b93-dc16-430f-ac13-c5658ab9e7d5,get teachers,read,teacher,{},{},0,ORIGINAL
read,student,{},{},,538b7115-edbf-4341-8bb0-bb36ae3ee66e,give me all students,read,student,{},{},0,ORIGINAL
add,teacher,{},{},,bde52052-83bb-4d84-8434-4b0cf2b238a4,add a former teacher with name = anderson,add,former_teacher,{'name': 'anderson'},{},1,ORIGINAL
add,student,{},{},,d02825d9-4b23-42f3-b4c0-ab11fa6643f0,add a former student with name = roger,add,former_student,{'name': 'roger'},{},1,ORIGINAL
add,article,{'article': 'dome'},{},,e50aa528-ec96-4b53-bd0d-42dd012a1457,"add a article with title=’dome: an experiment', abstract=’this
is a cool experiment’, keywords=’dome, ai, machine learning, self-drive systems, python’, data=’2023’, first author=’anderson
martins gomes’, co-author=’paulo henrique maia’, second author= ‘marina alves costa gomes’",add,article,"{'title': 'dome: an experiment', 'abstract': 'this is a cool experiment', 'keywords': 'dome, ai, machine learning, self-drive systems, python', 'date': '2023', 'first_author': 'anderson martins gomes', 'co_author': 'paulo henrique maia', 'second_author': 'marina alves costa gomes'}",{},7,ORIGINAL
add,movie,{},{},,2818bafc-6434-459c-8830-a83dae4ec42a,add a movie with name=final fantasy,add,film,{'name': 'final fantasy'},{},1,ORIGINAL
read,movie,{},{},,29f01fb4-6538-401f-b05e-de309364f9c0,get movies,read,film,{},{},0,ORIGINAL
read,film,{},{},,8a1c6c3c-92ea-4361-993f-9659ec92747a,get filmes where id=3,read,film,{},{'id': '3'},1,ORIGINAL
read,film,{},{},,db07b429-c3fa-4641-88d2-cc022675e7a5,get films,read,film,{},{},0,ORIGINAL
update,film,{},,,c25027b0-924a-4b4e-a1d8-2efdd08f569b,"update film with id=6, setting year to 2023",update,film,{'year': '2023'},{'id': '6'},2,ORIGINAL
add,film,{},{},,c9b8600e-9fef-4174-b28d-5516a65729b8,add film with title=et,add,film,{'title': 'et'},{},1,ORIGINAL
add,student,{},{},,fa7e9485-05ef-47e6-aab8-60d9a1ca60a0,add student with name='anderson',add,student,{'name': 'anderson'},{},1,ORIGINAL
read,film,{},{},,cbc409c0-013c-4db1-b664-ac09370f3cc3,get all films,read,film,{},{},0,ORIGINAL
add,student,{},{},,2494b027-dbdf-4720-9e4c-278b52a6f676,add a student with age=43,add,student,{'age': '43'},{},1,ORIGINAL
read,student,{},{},,6d3289bd-d067-4724-9253-341bb1e50365,get student with name=julio,read,student,{},{'name': 'julio'},1,ORIGINAL
read,student,{},{},,33332d2e-4c69-4826-9e8c-d698cb503206,get student with name=anderson,read,student,{},{'name': 'anderson'},1,ORIGINAL
add,student,{},{},,bfe0c3ea-df53-427c-99ec-6e85b3a471c0,add student with name=julio,add,student,{'name': 'julio'},{},1,ORIGINAL
,,,,,21b50b47-7539-4289-b3e9-9ea875a3bb16,list student,read,student,{},{},0,ORIGINAL
add,course,{},{},,2cc07e53-e8cf-4ea0-856d-fd5c823fbd0c,add course with name='computer engineering',add,course,{'name': 'computer engineering'},{},1,ORIGINAL
read,entity_class__entities,{},{},,09d35a25-a53f-483c-be18-a614091e9ff9,list all entities,read,entities,{},{},0,ORIGINAL
read,course,{},{},,8cedf12d-af5b-497d-864e-082369186f61,get courses,read,course,{},{},0,ORIGINAL
read,course,{},{},,a38f0caa-d431-4f19-8249-6bbf3983797b,show course,read,course,{},{},0,ORIGINAL
read,student,{},{},,2f381fe4-c5fb-4b67-ad8f-55dd09e2f67c,get the class with name=student,read,student,{},{'class': 'student'},1,ORIGINAL
add,student,{},{},,0dcc2976-91f2-4ef9-9300-d0ca9e721efb,add student with name=abcd,add,student,{'name': 'abcd'},{},1,ORIGINAL
add,student,{},{},,22d4eb9f-16d2-4e2c-b9e2-c18312297035,add student with name=abcdef,add,student,{'name': 'abcdef'},{},1,ORIGINAL
add,student,{'student': 'maria'},{},,ba1598ff-3e79-478b-98c5-eb4a805f246a,"add student with name='maria', phone=123456",add,student,"{'name': 'maria', 'phone': '123456'}",{},2,ORIGINAL
add,student,{},{},,7a54583f-e9f9-4510-a70f-8d5cfb5c6f03,add student with name joseph,add,student,{'name': 'joseph'},{},1,ORIGINAL
update,student,{},,,377c6511-aba2-4230-bd4b-f72cf6ffeb85,update student age=40 when id= 4,update,student,{'age': '40'},{'id': '4'},2,ORIGINAL
add,article,{'article': 'dome'},{},,a7f6c33e-4fae-47cd-afa5-cd6635d3e41a,"add an article with title='dome: a reference architecture, publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,42e9d7a1-71b6-4f79-9ed4-d8104996be04,"add an article with title='dome: a reference architecture', and the publish year = 2023",add,article,"{'title': 'dome: a reference architecture', 'publish_year': '2023'}",{},2,ORIGINAL
add,article,{'article': 'dome'},{},,ce393643-83ba-465b-9994-6195ce9b4720,"add an article with title='dome: a reference architecture', and year = 2023",add,article,"{'title': 'dome: a reference architecture', 'year': '2023'}",{},2,ORIGINAL
read,article,{},{},,e5eee4ac-585c-4f99-929a-00b945da85f4,get all articles,read,article,{},{},0,ORIGINAL
add,article,{},{},,aa5df160-7bdf-4189-8136-e9aadf95703d,"add article with title='another article', and author='charles bronson'",add,article,"{'title': 'another article', 'author': 'charles bronson'}",{},2,ORIGINAL
read,article,{},{},,078cbc75-9d15-469a-b1c7-f8cbb7b0fb58,show me all articles,read,article,{},{},0,ORIGINAL
update,the_referred_entity_class_is___article,{},,,74c783c8-851d-4cae-a330-4e99e3953501,"update the article with id=1, setting the author='madona'",update,article,{'author': 'madona'},{'id': '1'},2,ORIGINAL
,,,,,e4560215-5a35-4f54-84b6-024441e1cb7d,i want you to show me all articles,read,article,{},{},0,ORIGINAL
add,article,{'article': 'shor'},{},,1f90efac-3ef9-4b02-b9f1-9f04e808bc60,"add a new article with title ""experimental demonstration of shor's quantum factoring algorithm using qubits""",add,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{},1,ORIGINAL
read,article,{},{},,0df46c81-b27e-49e6-80a0-7e7743c7a687,show all articles,read,article,{},{},0,ORIGINAL
update,article,{'article': 'shor'},{},,effa875b-f612-44af-951e-e55137efe20b,"update article with id = 2, but now i want to set title as 'experimental demonstration of shor's quantum factoring algorithm using qubits'",update,article,"{'title': ""experimental demonstration of shor's quantum factoring algorithm using qubits""}",{'id': '2'},2,ORIGINAL
add,article,{'article': 'quantum'},{},,4ed52af2-ed28-4594-8a31-fb3c053453c0,add a new article with title 'quantum machine learning',add,article,{'title': 'quantum machine learning'},{},1,ORIGINAL
read,article,{},{},,2bf1a2ea-8a7a-481b-a386-a30ddceb05f4,show me articles,read,article,{},{},0,ORIGINAL
update,article,{},,,7b1d2f81-afea-46bc-878c-2153efe5e0e3,"update the article with id 3, but now i want to set its year=2022",update,article,{'year': '2022'},{'id': '3'},2,ORIGINAL
read,article,{},{},,94dcad70-17d6-4f97-9eb0-a4be806c4337,show articles,read,article,{},{},0,ORIGINAL
add,article,{},{},,605784e1-8085-4a43-982c-1a08b9389406,add a new article with title='futuro deletado,add,article,{'title': 'futuro deletado'},{},1,ORIGINAL
delete,article,{},{},,9996de22-f879-4bd3-9820-b73fb0835286,delete all articles with title='futuro deletado',delete,article,{},{'title': 'futuro deletado'},1,ORIGINAL
read,infrastructureequipment,{},{},,1229a242-ce47-45a7-af60-8009ed0a733c,get blockages,read,blockages,{},{},0,ORIGINAL
add,location,{},{},,e0cc4791-91fa-46a8-a559-9603ec704ae5,"add a blockade with the localization ’222 road, km 13’",add,blockade,"{'localization': '222 road, km 13'}",{},1,ORIGINAL
read,blockage,{},{},,8d74aaa4-c360-4626-a6f2-ef8790104b5c,show me all blockages,read,blockages,{},{},0,ORIGINAL
read,blockade,{},{},,c70d4361-ae18-458b-bdf4-1775063b2b78,show me all blockades,read,blockade,{},{},0,ORIGINAL
add,location,{},{},,0d242a5c-8f51-4595-8bb0-5e110d565806,"add a blockade with the localization ’222 road, km 13’, and type='partial blockade'",add,blockade,"{'localization': '222 road, km 13', 'type': 'partial blockade'}",{},2,ORIGINAL
read,blockade,{},{},,c3b959b3-a664-4f19-8378-ea9dc35adfb2,get blockades,read,blockade,{},{},0,ORIGINAL
add,location,{},{},,85d433be-690f-4c59-8f8a-fd1afccc54f9,"add a blockade with the localization ’116 road, km 105’, and type='partial blockade'",add,blockade,"{'localization': '116 road, km 105', 'type': 'partial blockade'}",{},2,ORIGINAL
add,article,{},{},,772bed8a-4768-43fd-a8c6-f0143ec83cc6,add article with title 'shor's quantum',add,article,"{'title': ""shor's quantum""}",{},1,ORIGINAL
add,student,{},{},,e3ac0bc3-c17f-4439-9ffc-55efd72b9068,add a student with name='mariana alves',add,student,{'name': 'mariana alves'},{},1,ORIGINAL
read,student,{},{},,3b9dc620-1670-45a2-b9d7-a8a890dd4ee9,show me all students,read,student,{},{},0,ORIGINAL
read,article,{},{},,d93c4714-7574-43a1-b46a-ff9a65ec125f,show me all aritcles,read,aritcles,{},{},0,ORIGINAL
,,,,,f71fced3-f43d-4682-afb7-116586376ac8,showme all articles,read,article,{},{'showme': 'all articles'},1,ORIGINAL
add,article,{},{},,eb68a2ce-e128-416d-a361-94080a93f7fb,add an article with title='cautious adaptation of defiant components',add,article,{'title': 'cautious adaptation of defiant components'},{},1,ORIGINAL
update,article,{},,,cb5c9ef9-450e-4cd9-972e-3072f4eda78c,"update the article with id=6, setting the year=2019",update,article,{'year': '2019'},{'id': '6'},2,ORIGINAL
read,article,{},{},,0eadf219-8c47-46db-a5bd-d6c5315551be,retrieve articles,read,article,{},{},0,ORIGINAL
,,,,,4d70d0f2-b99c-417f-adca-8aef1e768e13,view articles,read,article,{},{},0,ORIGINAL
,,,,,628f52bd-a96e-4853-8029-3e4303b821de,present me the list of articles,read,article,{},{'list': 'articles'},1,ORIGINAL
